_id,_importdate,收容所編號,名稱,縣市,郵遞區號,鄉鎮,村里,門牌地址,類型,水災,震災,土石流,海嘯,救濟支站,無障礙設施,室內,室外,服務里別,容納人數,收容所面積（平方公尺）,聯絡人姓名,聯絡人連絡電話,管理人姓名,管理人連絡電話,備考,lat,lon
361,2025-06-16 17:45:57.461356,SA116-0015,臺北巿文山區明道國民小學,臺北市,116,文山區,明義里,木柵路二段138巷61號,學校,N,備用,N,N,Y,Y,Y,N,明義里、明興里、順興里、木柵里、忠順里、樟林里,500,954.75,李奇威,02-29392821#130,匡秀蘭,02-29392821#100,,24.9872953,121.5626185
362,2025-06-16 17:45:57.462714,SA116-0016,臺北市文山區武功國民小學,臺北市,116,文山區,萬祥里,興隆路一段68號,學校,N,備用,N,N,Y,Y,Y,N,萬盛里、萬祥里、萬有里、興豐里、興豐里,315,1240,李佩純,02-29314360#38,白玉玲,02-29314360#11,,25.0038957,121.5404926
365,2025-06-16 17:45:57.466828,SA116-0019,臺北市立景美女子高級中學,臺北市,116,文山區,樟文里,木新路三段312號,學校,N,備用,N,N,Y,Y,Y,N,樟林里、樟文里、樟樹里,300,1407.33,林偉民,02-29368847#218,周寤竹,02-29368847#201,,24.9807333,121.5563011
366,2025-06-16 17:45:57.468108,SA116-0020,臺北市文山區景美國民小學,臺北市,116,文山區,景行里,景文街108號,學校,N,備用,N,N,Y,Y,Y,N,景美里、景行里、景東里、試院里,74,152,徐謀康,02-29322151#130,康燕玉,02-29322151#100,,24.9894628,121.5408201
367,2025-06-16 17:45:57.469454,SA116-0021,臺北市立景美國民中學,臺北市,116,文山區,景華里,景中街27號,學校,Y,備用,N,N,Y,Y,Y,N,景美里、景行里、景仁里、景慶里、景東里、景華里、試院里,80,690,王俊杰,02-89353130#501,許順興,02-89353130#101,,24.9929952,121.5428806
368,2025-06-16 17:45:57.470765,SA116-0022,臺北市文山區溪口國民小學,臺北市,116,文山區,景慶里,景福街225號,學校,Y,備用,N,N,Y,Y,Y,N,景慶里、景美里、景仁里,90,600,劉家森,02-29350955#715,張正霖,02-29350955#710,,24.9940821,121.5386967
369,2025-06-16 17:45:57.472221,SA116-0023,臺北市立萬芳高級中學,臺北市,116,文山區,興光里,興隆路三段115巷1號,學校,N,備用,N,N,Y,Y,Y,N,興得里、興昌里、興光里、興家里、明興里、萬美里、萬芳里、博嘉里、明義里,131,1300.06,楊謦鮫,02-22309585#500,李冠達,02-22309585#100,,25.0005453,121.5587708
370,2025-06-16 17:45:57.473635,SA116-0024,臺北市文山區萬芳國民小學,臺北市,116,文山區,萬芳里,萬和街1號,學校,N,備用,N,N,Y,Y,Y,N,萬芳里、博嘉里、萬美里,135,600,尹維洸,02-22301232#831,陳幼君,02-22301232#861,,25.0013092,121.5675645
372,2025-06-16 17:45:57.476315,SA116-0026,臺北市文山區實踐國民小學,臺北市,116,文山區,樟文里,忠順街一段4號,學校,N,備用,N,N,Y,Y,Y,N,樟樹里、樟林里、樟文里,75,500,蘇瑋翔,02-29360725#140,林松金,02-29360725#110,,24.9836525,121.5575666
373,2025-06-16 17:45:57.477940,SA116-0027,臺北市立實踐國民中學,臺北市,116,文山區,樟林里,辛亥路七段67號,學校,N,備用,N,N,Y,N,Y,N,老泉里、華興里、試院里、樟林里、樟新里、樟腳里、樟文里、樟樹里、明義里,300,1039,黃朝楠,02-22362852#150,莊玫欣,02-22362852#111,,24.9834276,121.554741
374,2025-06-16 17:45:57.479339,SA116-0028,臺北市文山區興華國民小學,臺北市,116,文山區,興光里,興隆路三段125巷6號,學校,N,備用,N,N,Y,Y,Y,N,興家里、興得里、興光里,30,180,呂昌諭,02-22393070#130,陳文祥,02-22393070#100,,24.9988396,121.5586595
375,2025-06-16 17:45:57.480640,SA116-0029,臺北市文山區興隆國民小學,臺北市,116,文山區,興旺里,福興路2號,學校,Y,備用,N,N,Y,Y,Y,N,興旺里、興泰里、興業里、興邦里、興得里,133,864,陳昭宇,02-29323131#511,李一聖,02-29323131#631,,25.0014512,121.5394451
376,2025-06-16 17:45:57.482094,SA116-0030,臺北市立興福國民中學,臺北市,116,文山區,興旺里,福興路80號,學校,N,備用,N,N,Y,Y,Y,N,興旺里、興泰里、興業里、興安里、興邦里、景東里、興豐里、興福里、萬盛里、萬芳里、萬美里、博嘉里,300,837,林晋志,02-29322024#400,莊富西,02-29322024#100,,25.0048129,121.5497411
377,2025-06-16 17:45:57.483751,SA116-0031,臺北市文山區興德國民小學,臺北市,116,文山區,興邦里,興隆路二段235號,學校,Y,備用,N,N,Y,Y,Y,N,興豐里、興安里、興邦里、興豐里、興業里、興邦里、興旺里,30,135,黃衍添,02-29329431#37,林碧雲,02-29329431#66,,25.0016207,121.5508131
379,2025-06-16 17:45:57.486885,SA116-0033,臺北市市場處木柵市場地下停車場,臺北市,116,文山區,木新里,臺北市文山區保儀路13巷3號,市場/停車場,Y,N,N,N,Y,Y,Y,N,全區,315,1263,市場處市場科林佳穎,02-25505220#2145,市場處市場科林佳穎,02-25505220#2145,,24.9884826,121.5690867
380,2025-06-16 17:45:57.488505,SA116-0034,臺北市市場處木新市場地下停車場,臺北市,116,文山區,樟文里,臺北市文山區木新路三段310巷4號,市場/停車場,N,N,N,N,Y,Y,Y,N,全區,450,1800,市場處市場科林佳穎,02-25505220#2145,市場處市場科林佳穎,02-25505220#2145,,24.9814015,121.5571469
399,2025-06-16 17:45:57.519547,SA116-0053,臺北市市場處興隆市場地下停車場,臺北市,116,文山區,興豐里,臺北市文山區興隆路二段97號,市場/停車場,N,N,N,N,Y,Y,Y,N,全區,439,1757,市場處市場科林佳穎,02-25505220#2145,市場處市場科林佳穎,02-25505220#2145,,24.9996529,121.5474498
